CAS_NUMBER	ID	COMPOUND_CODE	COMPOUND_NAME	FMLA	MOLECULAR_WEIGHT	KOWLOGP	STRUCTURECATEGORY	SMILES	AUTHORS	JOURNAL	PUBLICATION_DATE	VOLUME_NUMBER	START_PAGE	SOURCE_URL	ASSAY_CLASS_NAME	ASSAY_NAME	SPECIES_STRAIN	ENDPOINT_NAME	ENDPOINT_VALUE	ENDPOINT_UNIT	PROTEIN_SUBTYPE	PROTEIN_DOMAIN	ROUTE_OF_COMPOUND
56-53-1	794	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Goswami R, Harsy SG, Heiman DF, Katzenellenbogen JA.	J. Med. Chem.	1980	23	1002		Binding	Relative binding affinity for sheep uterine estrogen receptor relative to estradiol as Ka(compound)/Ka(estradiol) x 100	Sheep	logRBA	2.477		alpha		
56-53-1	795	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Kuiper GG, Carlsson B, Grandien K, Enmark E, HÃ¤ggblad J, Nilsson S, Gustafsson JA.	Endocrinology 	1997	138	863		Binding	Relative binding affinity (RBA) of ERa	Human	logRBA	2.67		alpha	Full-length	
56-53-1	796	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Hu JY, Aizawa T.	Water Res.	2003	37	1213		Binding	human receptor binding competition assay of ER	Human	logRBA	2.584		alpha	Full-length	
56-53-1	797	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Waibel M, De Angelis M, Stossi F, Kieser KJ, Carlson KE, Katzenellenbogen BS, Katzenellenbogen JA.	Eur. J. Med. Chem.	2009	44	3412		Binding	Displacement of [3H]estradiol from human full length ERalpha assessed as relative binding affinity by competitive radiometric binding assay relative to estradiol	Human	logRBA	2.571		alpha	Full-length	
56-53-1	798	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Kuiper GG, Lemmen JG, Carlsson B, Corton JC, Safe SH, van der Saag PT, van der Burg B, Gustafsson JA.	Endocrinology 	1998	139	4252		Binding	Relative binding affinity (RBA) of ERa	Human	logRBA	2.373		alpha	Full-length	
56-53-1	799	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Recombinant Human ERa	Human	logRBA	2.288		alpha	Full-length	
56-53-1	800	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Human ERa	Human	logRBA	2.151		alpha	Full-length	
56-53-1	801	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ERa binding assays measuring displacement of a fluorescently-labeled estrogen ligand by the test substances using fluorescent polarization (FP)	Human	logRBA	2.037		alpha	Full-length	
56-53-1	802	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Glutathione-S-transferase fusion proteins consisting of the def domains of the human ERa receptor	Human	logRBA	1.959		alpha	Full-length	
56-53-1	803	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Rat ERa	Rat	logRBA	2.511		alpha	Full-length	
56-53-1	804	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Mouse ERa	Mouse	logRBA	2.936		alpha	Full-length	
56-53-1	805	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Glutathione-S-transferase fusion proteins consisting of the def domains of the mouse ERa receptor	Mouse	logRBA	1.924		alpha	Full-length	
56-53-1	806	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Miller CP, Collini MD, Tran BD, Harris HA, Kharode YP, Marzolf JT, Moran RA, Henderson RA, Bender RH, Unwalla RJ, Greenberger LM, Yardley JP, Abou-Gharbia MA, Lyttle CR, Komm BS.	J. Med. Chem.	2001	44	1654		Binding	In vitro inhibitory concentration against [3H]17-beta-estradiol binding to human estrogen receptor 2	Human	IC50	4	nM	beta		
56-53-1	807	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Schmidt JM, Mercure J, Tremblay GB, PagÃ© M, Kalbakji A, Feher M, Dunn-Dufault R, Peter MG, Redden PR.	J. Med. Chem.	2003	46	1408		Binding	In vitro displacement of 0.5 nM [3H]17-beta-estradiol from human Estrogen receptor beta	Human	Ki	0.63	nM	beta		
56-53-1	808	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	De Angelis M, Katzenellenbogen JA.	Bioorg. Med. Chem. Lett.	2004	14	5835		Binding	Inhibition of [3H]estradiol binding to human estrogen receptor beta	Human	logRBA	2.447		beta		
56-53-1	809	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Schopfer U, Schoeffter P, Bischoff SF, Nozulak J, Feuerbach D, Floersheim P.	J. Med. Chem.	2002	45	1399		Binding	Inhibition of [3H]17-beta-estradiol binding to human recombinant Estrogen receptor beta.	Human	logRBA	2.426		beta		
56-53-1	810	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Schmidt JM, Tremblay GB, PagÃ© M, Mercure J, Feher M, Dunn-Dufault R, Peter MG, Redden PR.	J. Med. Chem.	2003	46	1289		Binding	In vitro displacement of 0.5 nM [3H]E2 from human Estrogen receptor beta at 10 uM	Human	logRBA	1.398		beta		
56-53-1	811	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Shani J, Gazit A, Livshitz T, Biran S.	J. Med. Chem.	1985	28	1504		Binding	Displacement of [3H]E2 specific binding to estrogen receptor	Rat	IC50	4	nM	beta		
56-53-1	812	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Sadler BR, Cho SJ, Ishaq KS, Chae K, Korach KS.	J. Med. Chem.	1998	41	2261		Binding	Relative binding affinity ( relative to estradiol) to mouse estrogen receptor.	Mouse	logRBA	2.456		beta		
56-53-1	813	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2		Bioorg. Med. Chem. Lett.	1995	5	133		Binding	Binding affinity for mouse uterine cytosol estrogen receptor	Mouse	logRBA	2.456		beta		
56-53-1	814	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Hartmann RW, Heindl A, Schneider MR, Schnenberger H.	J. Med. Chem.	1986	29	322		Binding	Relative Binding Affinity (RBA) for calf uterine estrogen receptor	Cattle	logRBA	1.699		beta		
56-53-1	815	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ERb binding assays measuring displacement of a fluorescently-labeled estrogen ligand by the test substances using fluorescent polarization (FP)	Human	logRBA	2.924		beta	Full-length	
56-53-1	816	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Waibel M, De Angelis M, Stossi F, Kieser KJ, Carlson KE, Katzenellenbogen BS, Katzenellenbogen JA.	Eur. J. Med. Chem.	2009	44	3412		Binding	Displacement of [3H]estradiol from human full length ERbeta relative binding affinity by competitive radiometric binding assay relative to estradiol	Human	logRBA	2.444		beta	Full-length	
56-53-1	817	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Human ERb	Human	logRBA	2.342		beta	Full-length	
56-53-1	818	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Recombinant Human ERb	Human	logRBA	2.172		beta	Full-length	
56-53-1	819	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Rat estrogen receptor beta	Rat	logRBA	2.47		beta	Full-length	
56-53-1	820	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Kuiper GG, Carlsson B, Grandien K, Enmark E, HÃ¤ggblad J, Nilsson S, Gustafsson JA.	Endocrinology 	1997	138	863		Binding	Relative binding affinity (RBA) of ERb	Rat	logRBA	2.47		beta	Full-length	
56-53-1	821	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Kuiper GG, Lemmen JG, Carlsson B, Corton JC, Safe SH, van der Saag PT, van der Burg B, Gustafsson JA.	Endocrinology 	1998	139	4252		Binding	Relative binding affinity (RBA) of ERb	Rat	logRBA	2.344		beta	Full-length	
56-53-1	822	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Rat ERb	Rat	logRBA	2.223		beta	Full-length	
56-53-1	823	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Harris HA, Bapat AR, Gonder DS, Frail DE.	Steroids	2002	67	379		Binding	Binding affinity for Mouse ERb	Mouse	logRBA	2.044		beta	Full-length	
56-53-1	824	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Kuiper GG, Lemmen JG, Carlsson B, Corton JC, Safe SH, van der Saag PT, van der Burg B, Gustafsson JA.	Endocrinology 	1998	139	4252		Reporter Gene	Relative transactivation activity (RTA) of ERa	Human	logRA	2.068				
56-53-1	825	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Coldham NG, Dave M, Sivapathasundaram S, McDonnell DP, Connor C, Sauer MJ.	Environ. Health Perspect. 	1997	105	734		Reporter Gene	The recombinant yeast cell bioassay (RCBA) relative to E2 of Antistrogens	Human	logRA	2				
56-53-1	826	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Coldham NG, Dave M, Sivapathasundaram S, McDonnell DP, Connor C, Sauer MJ.	Environ. Health Perspect. 	1997	105	734		Reporter Gene	The recombinant yeast cell bioassay (RCBA) relative to E2 of Estrogens	Human	logRA	1.871				
56-53-1	827	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Gaido KW, Leonard LS, Lovell S, Gould JC, BabaÃ¯ D, Portier CJ, McDonnell DP.	Toxicol. Appl. Pharmacol.	1997	143	205		Reporter Gene	Relative Potency Ratios (RPR) for Yeast based ER Gene Transcription Assay	Human	logRA	1.804				
56-53-1	828	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Kuiper GG, Lemmen JG, Carlsson B, Corton JC, Safe SH, van der Saag PT, van der Burg B, Gustafsson JA.	Endocrinology 	1998	139	4252		Reporter Gene	Relative transactivation activity (RTA) of ERb	Rat	logRA	1.839				
56-53-1	829	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Miller CP, Collini MD, Tran BD, Harris HA, Kharode YP, Marzolf JT, Moran RA, Henderson RA, Bender RH, Unwalla RJ, Greenberger LM, Yardley JP, Abou-Gharbia MA, Lyttle CR, Komm BS.	J. Med. Chem.	2001	44	1654		Reporter Gene	In vitro agonist effect on estrogen receptor alpha transcriptional activation in MCF-7 cells at 10 pM	Human	EC50	0.007	nM	alpha		
56-53-1	830	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Schopfer U, Schoeffter P, Bischoff SF, Nozulak J, Feuerbach D, Floersheim P.	J. Med. Chem.	2002	45	1399		Reporter Gene	Activation of estrogen response element in HeLa cells stably transfected with human Estrogen receptor alpha.	Human	logRA	1.523		alpha		
56-53-1	831	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2		J. Health Sci.	2000	46	282		Reporter Gene	relative activity of yeast two-hybrid assay on ERa	Human	logRA10	2.176		alpha	LBD	
56-53-1	832	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Schopfer U, Schoeffter P, Bischoff SF, Nozulak J, Feuerbach D, Floersheim P.	J. Med. Chem.	2002	45	1399		Reporter Gene	Activation of estrogen response element in HeLa cells stably transfected with human Estrogen receptor beta.	Human	logRA	2.544		beta		
56-53-1	833	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Soto AM, Sonnenschein C, Chung KL, Fernandez MF, Olea N, Serrano FO.	Environ. Health Perspect. 	1995	103	113		Cell Proliferation	E-Screen, Relative proliferative potency (RPP) in human breast cancer estrogen-sensitive MCF-7 cells	Human	logRPP	3				
56-53-1	834	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2	Fang H, Tong W, Perkins R, Soto AM, Prechtl NV, Sheehan DM.	Environ Health Perspect.	2000	108	723		Cell Proliferation	E-Screen, Relative proliferative potency (RPP) in human breast cancer estrogen-sensitive MCF-7 cells	Human	logRPP	1.2				
56-53-1	835	6	diethylstilbestrol	C18H20O2	268.35	5.19		CC\\C(=C(\\CC)/c1ccc(O)cc1)\\c2ccc(O)cc2			2010			http://www.fda.gov/scienceresearch/bioinformaticstools/endocrinedisruptorknowledgebase/default.htm	In Vivo	Uterotrophic Assay	Mouse	LogRP	2.59				Sc
53-16-7	836	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In vitro ER binding assays using MCF-7 Cells	Human	logRBA	1.279				
53-16-7	837	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In vitro ER binding assays using MCF-7 Cytosol	Human	logRBA	0.544				
53-16-7	838	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Fang H, Tong W, Shi LM, Blair R, Perkins R, Branham W, Hass BS, Xie Q, Dial SL, Moland CL, Sheehan DM.	Chem. Res. Toxicol.	2001	14	280		Binding	 In vitro ER binding assays using Rat uterine cytosol	Rat	logRBA	1.498				
53-16-7	839	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Blair RM, Fang H, Branham WS, Hass BS, Dial SL, Moland CL, Tong W, Shi L, Perkins R, Sheehan DM.	Toxicol. Sci. 	2000	54	138		Binding	relative binding affinity (RBA) for ER competitive-binding assays	Rat	logRBA	0.864				
53-16-7	840	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In vitro ER binding assays using Mouse uterine cytosol	Mouse	logRBA	2				
53-16-7	841	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Waller CL, Oprea TI, Chae K, Park HK, Korach KS, Laws SC, Wiese TE, Kelce WR, Gray LE Jr.	Chem. Res. Toxicol. 	1996	9	1240		Binding	Competitive estrogen receptor binding assays using mouse uterine cytosol	Mouse	logRBA	1.772				
53-16-7	842	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In vitro ER binding assays using Glutathione-S-transferase fusion proteins consisting of the def domains of the lizard (anole)	Lizard	logRBA	1.778			LBD	
53-16-7	843	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In Vitro ER Binding Assays Glutathione-S-transferase fusion protein containing the ligand binding domain of the chicken estrogen receptor	Chicken	logRBA	1.699			LBD	
53-16-7	844	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	 In Vitro ER Binding Assays Glutathione-S-transferase fusion protein containing the ligand binding domain of the rainbow trout estrogen receptor	Trout	logRBA	1.146			LBD	
53-16-7	845	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Wiese TE, Polin LA, Palomino E, Brooks SC.	J. Med. Chem.	1997	40	3659		Binding	Estrogen receptor (ER) binding affinity		logRBA	1.346		alpha		
53-16-7	846	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Yang W, Wang Y, Ma Z, Golla R, Stouch T, Seethala R, Johnson S, Zhou R, GÃ¼ngr T, Feyen JH, Dickson JK Jr.	Bioorg. Med. Chem. Lett.	2004	14	2327		Binding	Binding affinity towards estrogen receptor alpha by [3H]17-beta-estradiol displacement.		logRBA	0.719		alpha		
53-16-7	847	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Lilienkampf A, Karkola S, Alho-Richmond S, Koskimies P, Johansson N, Huhtinen K, Vihko K, WÃ¤hÃ¤lÃ¤ K.	J. Med. Chem.	2009	52	6660		Binding	Activity at human recombinant ERalpha by fluorescence polarization assay	Human	EC50	7	nM	alpha		
53-16-7	848	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	GÃ¼ngr T, Chen Y, Golla R, Ma Z, Corte JR, Northrop JP, Bin B, Dickson JK, Stouch T, Zhou R, Johnson SE, Seethala R, Feyen JH.	J. Med. Chem.	2006	49	2440		Binding	Displacement of [3H]estrone from ER alpha	Human	logRBA	1.538		alpha		
53-16-7	849	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Nussbaumer P, Winiski AP, Billich A.	J. Med. Chem.	2003	46	5091		Binding	Affinity of compound towards human estrogen receptor alpha	Human	logRBA	1.156		alpha		
53-16-7	850	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Mller G, Deluca D, Gege C, Rosinus A, Kowalik D, Peters O, Droescher P, Elger W, Adamski J, Hillisch A.	Bioorg. Med. Chem. Lett.	2009	19	6740		Binding	Displacement of [3H]17beta-estradiol from human ERalpha expressed in SF9 cells	Human	logRBA	1.115		alpha		
53-16-7	851	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Schopfer U, Schoeffter P, Bischoff SF, Nozulak J, Feuerbach D, Floersheim P.	J. Med. Chem.	2002	45	1399		Binding	Inhibition of [3H]17-beta-estradiol binding to human recombinant Estrogen receptor alpha.	Human	logRBA	0.699		alpha		
53-16-7	852	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Wright JS, Shadnia H, Anderson JM, Durst T, Asim M, El-Salfiti M, Choueiri C, Pratt MA, Ruddy SC, Lau R, Carlson KE, Katzenellenbogen JA, OBrien PJ, Wan L.	J. Med. Chem.	2011	54	433		Binding	Displacement of [3H]estradiol from human ERalpha after 18 to 24 hrs relative to estradiol	Human	logRBA	0.653		alpha		
53-16-7	853	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O			2003			http://www.meti.go.jp/english/report/data/g020205ae.html	Binding	ER in vitro binding assay with RI-labeled estradiol as reference ligand	Rat	logRBA	1.65		alpha		
53-16-7	854	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Recombinant Human ERa	Human	logRBA	1.778		alpha	Full-length	
53-16-7	855	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Kuiper GG, Carlsson B, Grandien K, Enmark E, HÃ¤ggblad J, Nilsson S, Gustafsson JA.	Endocrinology 	1997	138	863		Binding	Relative binding affinity (RBA) of ERa	Human	logRBA	1.778		alpha	Full-length	
53-16-7	856	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Glutathione-S-transferase fusion proteins consisting of the def domains of the human ERa receptor	Human	logRBA	1.653		alpha	Full-length	
53-16-7	857	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Hu JY, Aizawa T.	Water Res.	2003	37	1213		Binding	human receptor binding competition assay of ER	Human	logRBA	0.842		alpha	Full-length	
53-16-7	858	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ERa binding assays measuring displacement of a fluorescently-labeled estrogen ligand by the test substances using fluorescent polarization (FP)	Human	logRBA	0.322		alpha	Full-length	
53-16-7	859	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O			2002			http://iccvam.niehs.nih.gov/methods/endocrine/end_bckgnd.htm	Binding	In vitro ER binding assays using Glutathione-S-transferase fusion proteins consisting of the def domains of the mouse ERa receptor	Mouse	logRBA	1.447		alpha	Full-length	
53-16-7	860	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Labaree DC, Zhang JX, Harris HA, OConnor C, Reynolds TY, Hochberg RB.	J. Med. Chem.	2003	46	1886		Binding	Binding affinity against Estrogen receptor with relative to E2		logRBA	0.954		beta		
53-16-7	861	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Yang W, Wang Y, Ma Z, Golla R, Stouch T, Seethala R, Johnson S, Zhou R, GÃ¼ngr T, Feyen JH, Dickson JK Jr.	Bioorg. Med. Chem. Lett.	2004	14	2327		Binding	Binding affinity towards estrogen receptor beta by [3H]17-beta-estradiol displacement.		logRBA	0.546		beta		
53-16-7	862	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Lilienkampf A, Karkola S, Alho-Richmond S, Koskimies P, Johansson N, Huhtinen K, Vihko K, WÃ¤hÃ¤lÃ¤ K.	J. Med. Chem.	2009	52	6660		Binding	Activity at human recombinant ERbeta by fluorescence polarization assay	Human	EC50	8	nM	beta		
53-16-7	863	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	GÃ¼ngr T, Chen Y, Golla R, Ma Z, Corte JR, Northrop JP, Bin B, Dickson JK, Stouch T, Zhou R, Johnson SE, Seethala R, Feyen JH.	J. Med. Chem.	2006	49	2440		Binding	Displacement of [3H]estrone from ER beta	Human	logRBA	1.55		beta		
53-16-7	864	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Nussbaumer P, Winiski AP, Billich A.	J. Med. Chem.	2003	46	5091		Binding	Affinity of compound towards human estrogen receptor beta	Human	logRBA	1.196		beta		
53-16-7	865	7	estrone	C18H22O2	270.37	4.31		C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O	Wright JS, Shadnia H, Anderson JM, Durst T, Asim M, El-Salfiti M, Choueiri C, Pratt MA, Ruddy SC, Lau R, Carlson KE, Katzenellenbogen JA, OBrien PJ, Wan L.	J. Med. Chem.	2011	54	433		Binding	Displacement of [3H]estradiol from human ERbeta after 18 to 24 hrs relative to estradiol	Human	logRBA	0.58		beta		
